homolID	entrez	musName	mgid	geneName	orthoHumMus
989	9079	Ldb2	MGI:894670	LDB2	1:1
990	1207	Clns1a	MGI:109638	CLNS1A	1:1
992	1238	Ackr2	MGI:1891697	ACKR2	1:1
994	1261	Cnga3	MGI:1341818	CNGA3	1:1
995	1264	Cnn1	MGI:104979	CNN1	1:1
996	1316	Klf6	MGI:1346318	KLF6	1:1
997	1325	Cort	MGI:109538	CORT	1:1
999	1362	Cpd	MGI:107265	CPD	1:1
1000	1364	Cldn4	MGI:1313314	CLDN4	1:1
1001	1365	Cldn3	MGI:1329044	CLDN3	1:1
1002	1369	Cpn1	MGI:2135874	CPN1	1:1
1003	1389	Crebl2	MGI:1889385	CREBL2	1:1
1006	1434	Cse1l	MGI:1339951	CSE1L	1:1
1011	1474	Cst6	MGI:1920970	CST6	1:1
1012	1477	Cstf1	MGI:1914587	CSTF1	1:1
1014	1479	Cstf3	MGI:1351825	CSTF3	1:1
1015	1487	Ctbp1	MGI:1201685	CTBP1	1:1
1016	1489	Ctf1	MGI:105115	CTF1	1:1
1017	1500	Ctnnd1	MGI:105100	CTNND1	1:1
1020	1519	Ctso	MGI:2139628	CTSO	1:1
1022	1522	Ctsz	MGI:1891190	CTSZ	1:1
1024	1525	Cxadr	MGI:1201679	CXADR	1:1
1026	1601	Dab2	MGI:109175	DAB2	1:1
1027	1603	Dad1	MGI:101912	DAD1	1:1
1028	1606	Dgka	MGI:102952	DGKA	1:1
1029	1608	Dgkg	MGI:105060	DGKG	1:1
1032	1615	Dars	MGI:2442544	DARS	1:1
1033	1616	Daxx	MGI:1197015	DAXX	1:1
1035	1628	Dbp	MGI:94866	DBP	1:1
1038	1652	Ddt	MGI:1298381	DDT	1:1
1039	1660	Dhx9	MGI:108177	DHX9	1:1
1040	1665	Dhx15	MGI:1099786	DHX15	1:1
1042	1717	Dhcr7	MGI:1298378	DHCR7	1:1
1043	1723	Dhodh	MGI:1928378	DHODH	1:1
1044	1735	Dio3	MGI:1306782	DIO3	1:1
1045	1736	Dkc1	MGI:1861727	DKC1	1:1
1046	1740	Dlg2	MGI:1344351	DLG2	1:1
1047	1742	Dlg4	MGI:1277959	DLG4	1:1
1048	1767	Dnah5	MGI:107718	DNAH5	1:1
1049	1769	Dnah8	MGI:107714	DNAH8	1:1
1052	58511	Dnase2b	MGI:1913283	DNASE2B	1:1
1053	1778	Dync1h1	MGI:103147	DYNC1H1	1:1
1057	1796	Dok1	MGI:893587	DOK1	1:1
1058	1798	Dpagt1	MGI:1196396	DPAGT1	1:1
1059	1801	Dph1	MGI:2151233	DPH1	1:1
1060	1802	Dph2	MGI:1914978	DPH2	1:1
1061	1819	Drg2	MGI:1342307	DRG2	1:1
1064	1842	Ecm2	MGI:3039578	ECM2	1:1
1065	1846	Dusp4	MGI:2442191	DUSP4	1:1
1066	1852	Dusp9	MGI:2387107	DUSP9	1:1
1068	1889	Ece1	MGI:1101357	ECE1	1:1
1069	1891	Ech1	MGI:1858208	ECH1	1:1
1071	1901	S1pr1	MGI:1096355	S1PR1	1:1
1072	1902	Lpar1	MGI:108429	LPAR1	1:1
1075	1943	Efna2	MGI:102707	EFNA2	1:1
1076	1949	Efnb3	MGI:109196	EFNB3	1:1
1077	1951	Celsr3	MGI:1858236	CELSR3	1:1
1078	1952	Celsr2	MGI:1858235	CELSR2	1:1
1080	1967	Eif2b1	MGI:2384802	EIF2B1	1:1
1088	2012	Emp1	MGI:107941	EMP1	1:1
1089	2013	Emp2	MGI:1098726	EMP2	1:1
1090	2014	Emp3	MGI:1098729	EMP3	1:1
1094	2033	Ep300	MGI:1276116	EP300	1:1
1095	2034	Epas1	MGI:109169	EPAS1	1:1
1097	2069	Ereg	MGI:107508	EREG	1:1
1099	2091	Fbl	MGI:95486	FBL	1:1
1100	2100	Esr2	MGI:109392	ESR2	1:1
1102	2135	Extl2	MGI:1889574	EXTL2	1:1
1103	2137	Extl3	MGI:1860765	EXTL3	1:1
1106	2168	Fabp1	MGI:95479	FABP1	1:1
1108	2172	Fabp6	MGI:96565	FABP6	1:1
1110	2196	Fat2	MGI:2685369	FAT2	1:1
1114	2294	Foxf1	MGI:1347470	FOXF1	1:1
1115	2295	Foxf2	MGI:1347479	FOXF2	1:1
1117	2302	Foxj1	MGI:1347474	FOXJ1	1:1
1119	2316	Flna	MGI:95556	FLNA	1:1
1126	2487	Frzb	MGI:892032	FRZB	1:1
1127	2515	Adam2	MGI:1340894	ADAM2	1:1
1132	2550	Gabbr1	MGI:1860139	GABBR1	1:1
1133	2583	B4galnt1	MGI:1342057	B4GALNT1	1:1
1135	2622	Gas8	MGI:1202386	GAS8	1:1
1136	2628	Gatm	MGI:1914342	GATM	1:1
1137	2631	Gbas	MGI:1278343	GBAS	1:1
1138	2637	Gbx2	MGI:95668	GBX2	1:1
1139	2646	Gckr	MGI:1096345	GCKR	1:1
1140	2647	Bloc1s1	MGI:1195276	BLOC1S1	1:1
1145	2675	Gfra2	MGI:1195462	GFRA2	1:1
1146	2676	Gfra3	MGI:1201403	GFRA3	1:1
1148	2729	Gclc	MGI:104990	GCLC	1:1
1152	2822	Gpld1	MGI:106604	GPLD1	1:1
1153	2833	Cxcr3	MGI:1277207	CXCR3	1:1
1155	2880	Gpx5	MGI:104886	GPX5	1:1
1158	2959	Gtf2b	MGI:2385191	GTF2B	1:1
1159	2966	Gtf2h2	MGI:1345669	GTF2H2	1:1
1160	2967	Gtf2h3	MGI:1277143	GTF2H3	1:1
1161	2972	Brf1	MGI:1919558	BRF1	1:1
1165	3036	Has1	MGI:106590	HAS1	1:1
1166	3060	Hcrt	MGI:1202306	HCRT	1:1
1168	3062	Hcrtr2	MGI:2680765	HCRTR2	1:1
1170	3083	Hgfac	MGI:1859281	HGFAC	1:1
1171	3091	Hif1a	MGI:106918	HIF1A	1:1
1174	3191	Hnrnpl	MGI:104816	HNRNPL	1:1
1180	3315	Hspb1	MGI:96240	HSPB1	1:1
1182	3321	Igsf3	MGI:1926158	IGSF3	1:1
1185	3396	Mrpl58	MGI:1915822	MRPL58	1:1
1186	3400	Id4	MGI:99414	ID4	1:1
1187	3433	Ifit2	MGI:99449	IFIT2	1:1
1192	3487	Igfbp4	MGI:96439	IGFBP4	1:1
1193	3490	Igfbp7	MGI:1352480	IGFBP7	1:1
1194	3491	Cyr61	MGI:88613	CYR61	1:1
1195	3547	Igsf1	MGI:2147913	IGSF1	1:1
1196	3587	Il10ra	MGI:96538	IL10RA	1:1
1197	3595	Il12rb2	MGI:1270861	IL12RB2	1:1
1198	3597	Il13ra1	MGI:105052	IL13RA1	1:1
1199	3604	Tnfrsf9	MGI:1101059	TNFRSF9	1:1
1200	3606	Il18	MGI:107936	IL18	1:1
1201	3617	Impg1	MGI:1926876	IMPG1	1:1
1203	3627	Cxcl10	MGI:1352450	CXCL10	1:1
1204	3636	Inppl1	MGI:1333787	INPPL1	1:1
1205	3646	Eif3e	MGI:99257	EIF3E	1:1
1207	3656	Irak2	MGI:2429603	IRAK2	1:1
1208	3661	Irf3	MGI:1859179	IRF3	1:1
1212	5080	Pax6	MGI:97490	PAX6	1:1
1213	16	Aars	MGI:2384560	AARS	1:1
1216	36	Acadsb	MGI:1914135	ACADSB	1:1
1217	53	Acp2	MGI:87882	ACP2	1:1
1219	56	Acrv1	MGI:104590	ACRV1	1:1
1221	119	Add2	MGI:87919	ADD2	1:1
1222	142	Parp1	MGI:1340806	PARP1	1:1
1223	156	Grk2	MGI:87940	GRK2	1:1
1224	196	Ahr	MGI:105043	AHR	1:1
1225	197	Ahsg	MGI:107189	AHSG	1:1
1226	199	Aif1	MGI:1343098	AIF1	1:1
1227	204	Ak2	MGI:87978	AK2	1:1
1229	214	Alcam	MGI:1313266	ALCAM	1:1
1231	241	Alox5ap	MGI:107505	ALOX5AP	1:1
1234	259	Ambp	MGI:88002	AMBP	1:1
1238	313	Aoah	MGI:1350928	AOAH	1:1
1240	327	Apeh	MGI:88041	APEH	1:1
1241	328	Apex1	MGI:88042	APEX1	1:1
1242	336	Apoa2	MGI:88050	APOA2	1:1
1243	339	Apobec1	MGI:103298	APOBEC1	1:1
1245	346	Apoc4	MGI:87878	APOC4	1:1
1246	347	Apod	MGI:88056	APOD	1:1
1249	369	Araf	MGI:88065	ARAF	1:1
1250	372	Arcn1	MGI:2387591	ARCN1	1:1
1251	373	Trim23	MGI:1933161	TRIM23	1:1
1252	374	Areg	MGI:88068	AREG	1:1
1255	379	Arl4d	MGI:1933155	ARL4D	1:1
1256	382	Arf6	MGI:99435	ARF6	1:1
1260	402	Arl2	MGI:1928393	ARL2	1:1
1261	405	Arnt	MGI:88071	ARNT	1:1
1263	432	Asgr1	MGI:88081	ASGR1	1:1
1264	434	a	MGI:87853	ASIP	1:1
1265	467	Atf3	MGI:109384	ATF3	1:1
1266	468	Atf4	MGI:88096	ATF4	1:1
1272	522	Atp5j	MGI:107777	ATP5J	1:1
1273	506	Atp5b	MGI:107801	ATP5B	1:1
1275	515	Atp5f1	MGI:1100495	ATP5F1	1:1
1279	526	Atp6v1b2	MGI:109618	ATP6V1B2	1:1
1281	528	Atp6v1c1	MGI:1913585	ATP6V1C1	1:1
1282	529	Atp6v1e1	MGI:894326	ATP6V1E1	1:1
1283	539	Atp5o	MGI:106341	ATP5O	1:1
1284	549	Auh	MGI:1338011	AUH	1:1
1286	570	Baat	MGI:106642	BAAT	1:1
1287	575	Adgrb1	MGI:1933736	ADGRB1	1:1
1288	576	Adgrb2	MGI:2451244	ADGRB2	1:1
1289	577	Adgrb3	MGI:2441837	ADGRB3	1:1
1290	9275	Bcl7b	MGI:1332238	BCL7B	1:1
1291	611	Opn1sw	MGI:99438	OPN1SW	1:1
1292	629	Cfb	MGI:105975	CFB	1:1
1293	633	Bgn	MGI:88158	BGN	1:1
1295	635	Bhmt	MGI:1339972	BHMT	1:1
1297	640	Blk	MGI:88169	BLK	1:1
1298	643	Cxcr5	MGI:103567	CXCR5	1:1
1300	654	Bmp6	MGI:88182	BMP6	1:1
1302	7006	Tec	MGI:98662	TEC	1:1
1303	661	Polr3d	MGI:1914315	POLR3D	1:1
1307	680	Brs3	MGI:1100501	BRS3	1:1
1308	682	Bsg	MGI:88208	BSG	1:1
1309	685	Btc	MGI:99439	BTC	1:1
1312	696	Btn1a1	MGI:103118	BTN1A1	1:1
1318	794	Calb2	MGI:101914	CALB2	1:1
1320	799	Calcr	MGI:101950	CALCR	1:1
1323	819	Caml	MGI:104728	CAMLG	1:1
1324	821	Canx	MGI:88261	CANX	1:1
1326	824	Capn2	MGI:88264	CAPN2	1:1
1327	826	Capns1	MGI:88266	CAPNS1	1:1
1328	833	Cars	MGI:1351477	CARS	1:1
1330	857	Cav1	MGI:102709	CAV1	1:1
1331	861	Runx1	MGI:99852	RUNX1	1:1
1334	595	Ccnd1	MGI:88313	CCND1	1:1
1335	899	Ccnf	MGI:102551	CCNF	1:1
1336	908	Cct6a	MGI:107943	CCT6A	1:1
1337	912	Cd1d1	MGI:107674	CD1D	1:1
1338	914	Cd2	MGI:88320	CD2	1:1
1341	930	Cd19	MGI:88319	CD19	1:1
1343	947	Cd34	MGI:88329	CD34	1:1
1345	952	Cd38	MGI:107474	CD38	1:1
1346	961	Cd47	MGI:96617	CD47	1:1
1347	962	Cd48	MGI:88339	CD48	1:1
1350	971	Cd72	MGI:88345	CD72	1:1
1352	978	Cda	MGI:1919519	CDA	1:1
1354	989	Sept7	MGI:1335094	SEPT7	1:1
1355	993	Cdc25a	MGI:103198	CDC25A	1:1
1356	995	Cdc25c	MGI:88350	CDC25C	1:1
1359	1003	Cdh5	MGI:105057	CDH5	1:1
1361	1009	Cdh11	MGI:99217	CDH11	1:1
1363	1022	Cdk7	MGI:102956	CDK7	1:1
1365	1036	Cdo1	MGI:105925	CDO1	1:1
1366	1044	Cdx1	MGI:88360	CDX1	1:1
1367	1053	Cebpe	MGI:103572	CEBPE	1:1
1368	1054	Cebpg	MGI:104982	CEBPG	1:1
1369	1058	Cenpa	MGI:88375	CENPA	1:1
1370	1059	Cenpb	MGI:88376	CENPB	1:1
1371	1060	Cenpc1	MGI:99700	CENPC	1:1
1373	1075	Ctsc	MGI:109553	CTSC	1:1
1375	1114	Chgb	MGI:88395	CHGB	1:1
1382	1191	Clu	MGI:88423	CLU	1:1
1383	1208	Clps	MGI:88421	CLPS	1:1
1384	1211	Clta	MGI:894297	CLTA	1:1
1387	1236	Ccr7	MGI:103011	CCR7	1:1
1389	1269	Cnr2	MGI:104650	CNR2	1:1
1390	1284	Col4a2	MGI:88455	COL4A2	1:1
1391	1291	Col6a1	MGI:88459	COL6A1	1:1
1392	1292	Col6a2	MGI:88460	COL6A2	1:1
1393	1297	Col9a1	MGI:88465	COL9A1	1:1
1396	1306	Col15a1	MGI:88449	COL15A1	1:1
1397	1307	Col16a1	MGI:1095396	COL16A1	1:1
1399	1317	Slc31a1	MGI:1333843	SLC31A1	1:1
1406	1349	Cox7b	MGI:1913392	COX7B	1:1
1412	790	Cad	MGI:1916969	CAD	1:1
1413	1374	Cpt1a	MGI:1098296	CPT1A	1:1
1415	1382	Crabp2	MGI:88491	CRABP2	1:1
1418	1393	Crhbp	MGI:88497	CRHBP	1:1
1420	1404	Hapln1	MGI:1337006	HAPLN1	1:1
1422	1413	Cryba4	MGI:102716	CRYBA4	1:1
1423	1414	Crybb1	MGI:104992	CRYBB1	1:1
1424	1428	Crym	MGI:102675	CRYM	1:1
1426	1447	Csn2	MGI:88541	CSN2	1:1
1431	1490	Ctgf	MGI:95537	CTGF	1:1
1432	1491	Cth	MGI:1339968	CTH	1:1
1433	1495	Ctnna1	MGI:88274	CTNNA1	1:1
1434	1499	Ctnnb1	MGI:88276	CTNNB1	1:1
1444	1629	Dbt	MGI:105386	DBT	1:1
1447	1638	Dct	MGI:102563	DCT	1:1
1448	1642	Ddb1	MGI:1202384	DDB1	1:1
1449	1647	Gadd45a	MGI:107799	GADD45A	1:1
1453	1725	Dhps	MGI:2683592	DHPS	1:1
1455	143098	Mpp7	MGI:1922989	MPP7	1:1
1456	1743	Dlst	MGI:1926170	DLST	1:1
1458	1805	Dpt	MGI:1928392	DPT	1:1
1461	1822	Atn1	MGI:104725	ATN1	1:1
1462	1825	Dsc3	MGI:1194993	DSC3	1:1
1464	1829	Dsg2	MGI:1196466	DSG2	1:1
1466	1839	Hbegf	MGI:96070	HBEGF	1:1
1468	1849	Dusp7	MGI:2387100	DUSP7	1:1
1471	1874	E2f4	MGI:103012	E2F4	1:1
1472	1875	E2f5	MGI:105091	E2F5	1:1
1473	1876	E2f6	MGI:1354159	E2F6	1:1
1474	1890	Tymp	MGI:1920212	TYMP	1:1
1476	1906	Edn1	MGI:95283	EDN1	1:1
1477	1907	Edn2	MGI:95284	EDN2	1:1
1478	1909	Ednra	MGI:105923	EDNRA	1:1
1480	1933	Eef1b2	MGI:1929520	EEF1B2	1:1
1482	1946	Efna5	MGI:107444	EFNA5	1:1
1483	1950	Egf	MGI:95290	EGF	1:1
1485	1961	Egr4	MGI:99252	EGR4	1:1
1486	1962	Ehhadh	MGI:1277964	EHHADH	1:1
1487	1974	Eif4a2	MGI:106906	EIF4A2	1:1
1490	56648	Eif5a2	MGI:1933735	EIF5A2	1:1
1492	2005	Elk4	MGI:102853	ELK4	1:1
1493	2015	Adgre1	MGI:106912	ADGRE1	1:1
1496	2039	Dmtn	MGI:99670	DMTN	1:1
1501	2067	Ercc1	MGI:95412	ERCC1	1:1
1503	2109	Etfb	MGI:106098	ETFB	1:1
1504	2118	Etv4	MGI:99423	ETV4	1:1
1506	2125	Evpl	MGI:107507	EVPL	1:1
1507	2128	Evx1	MGI:95461	EVX1	1:1
1508	2140	Eya3	MGI:109339	EYA3	1:1
1510	2149	F2r	MGI:101802	F2R	1:1
1511	2152	F3	MGI:88381	F3	1:1
1512	2165	F13b	MGI:88379	F13B	1:1
1514	2199	Fbln2	MGI:95488	FBLN2	1:1
1515	2201	Fbn2	MGI:95490	FBN2	1:1
1516	2205	Fcer1a	MGI:95494	FCER1A	1:1
1517	2208	Fcer2a	MGI:95497	FCER2	1:1
1518	2219	Fcnb	MGI:1341158	FCN1	1:1
1519	2224	Fdps	MGI:104888	FDPS	1:1
1521	2247	Fgf2	MGI:95516	FGF2	1:1
1522	2249	Fgf4	MGI:95518	FGF4	1:1
1523	2254	Fgf9	MGI:104723	FGF9	1:1
1525	2287	Fkbp3	MGI:1353460	FKBP3	1:1
1527	2308	Foxo1	MGI:1890077	FOXO1	1:1
1530	2331	Fmod	MGI:1328364	FMOD	1:1
1531	2332	Fmr1	MGI:95564	FMR1	1:1
1533	2335	Fn1	MGI:95566	FN1	1:1
1534	2339	Fnta	MGI:104683	FNTA	1:1
1535	2342	Fntb	MGI:1861305	FNTB	1:1
1538	2526	Fut4	MGI:95594	FUT4	1:1
1539	2531	Kdsr	MGI:1918000	KDSR	1:1
1542	2549	Gab1	MGI:108088	GAB1	1:1
1543	2551	Gabpa	MGI:95610	GABPA	1:1
1545	2596	Gap43	MGI:95639	GAP43	1:1
1547	2617	Gars	MGI:2449057	GARS	1:1
1548	2619	Gas1	MGI:95655	GAS1	1:1
1549	2623	Gata1	MGI:95661	GATA1	1:1
1550	2625	Gata3	MGI:95663	GATA3	1:1
1551	2626	Gata4	MGI:95664	GATA4	1:1
1554	2670	Gfap	MGI:95697	GFAP	1:1
1556	2701	Gja4	MGI:95715	GJA4	1:1
1557	2730	Gclm	MGI:104995	GCLM	1:1
1558	2740	Glp1r	MGI:99571	GLP1R	1:1
1563	2769	Gna15	MGI:95770	GNA15	1:1
1566	2776	Gnaq	MGI:95776	GNAQ	1:1
1568	2799	Gns	MGI:1922862	GNS	1:1
1571	2805	Got1	MGI:95791	GOT1	1:1
1572	2806	Got2	MGI:95792	GOT2	1:1
1576	2885	Grb2	MGI:95805	GRB2	1:1
1577	2896	Grn	MGI:95832	GRN	1:1
1578	2901	Grik5	MGI:95818	GRIK5	1:1
1580	2922	Grp	MGI:95833	GRP	1:1
1585	2962	Gtf2f1	MGI:1923848	GTF2F1	1:1
1586	2979	Guca1b	MGI:1194489	GUCA1B	1:1
1592	3035	Hars	MGI:108087	HARS	1:1
1593	3064	Htt	MGI:96067	HTT	1:1
1596	3096	Hivep1	MGI:96100	HIVEP1	1:1
1601	3111	H2-Oa	MGI:95924	HLA-DOA	1:1
1602	3112	H2-Ob	MGI:95925	HLA-DOB	1:1
1603	3119	H2-Ab1	MGI:103070	HLA-DQB1	1:1
1609	3157	Hmgcs1	MGI:107592	HMGCS1	1:1
1611	3163	Hmox2	MGI:109373	HMOX2	1:1
1612	3164	Nr4a1	MGI:1352454	NR4A1	1:1
1615	3211	Hoxb1	MGI:96182	HOXB1	1:1
1617	3213	Hoxb3	MGI:96184	HOXB3	1:1
1619	3236	Hoxd10	MGI:96202	HOXD10	1:1
1620	3242	Hpd	MGI:96213	HPD	1:1
1624	3308	Hspa4	MGI:1342292	HSPA4	1:1
1626	3329	Hspd1	MGI:96242	HSPD1	1:1
1629	3394	Irf8	MGI:96395	IRF8	1:1
1631	3397	Id1	MGI:96396	ID1	1:1
1632	3398	Id2	MGI:96397	ID2	1:1
1633	3399	Id3	MGI:96398	ID3	1:1
1640	3456	Ifnb1	MGI:107657	IFNB1	1:1
1641	3489	Igfbp6	MGI:96441	IGFBP6	1:1
1642	3508	Ighmbp2	MGI:99954	IGHMBP2	1:1
1643	3556	Il1rap	MGI:104975	IL1RAP	1:1
1645	3572	Il6st	MGI:96560	IL6ST	1:1
1646	3575	Il7r	MGI:96562	IL7R	1:1
1648	3593	Il12b	MGI:96540	IL12B	1:1
1649	3596	Il13	MGI:96541	IL13	1:1
1650	3601	Il15ra	MGI:104644	IL15RA	1:1
1651	3605	Il17a	MGI:107364	IL17A	1:1
1652	3623	Inha	MGI:96569	INHA	1:1
1653	3624	Inhba	MGI:96570	INHBA	1:1
1654	3625	Inhbb	MGI:96571	INHBB	1:1
1655	3628	Inpp1	MGI:104848	INPP1	1:1
1657	48	Aco1	MGI:87879	ACO1	1:1
1658	3659	Irf1	MGI:96590	IRF1	1:1
1659	3660	Irf2	MGI:96591	IRF2	1:1
1661	3670	Isl1	MGI:101791	ISL1	1:1
1662	3673	Itga2	MGI:96600	ITGA2	1:1
1664	3680	Itga9	MGI:104756	ITGA9	1:1
1666	3683	Itgal	MGI:96606	ITGAL	1:1
1667	3697	Itih1	MGI:96618	ITIH1	1:1
1668	3698	Itih2	MGI:96619	ITIH2	1:1
1669	3699	Itih3	MGI:96620	ITIH3	1:1
1670	3700	Itih4	MGI:109536	ITIH4	1:1
1671	3706	Itpka	MGI:1333822	ITPKA	1:1
1672	3707	Itpkb	MGI:109235	ITPKB	1:1
1673	3708	Itpr1	MGI:96623	ITPR1	1:1
1675	3710	Itpr3	MGI:96624	ITPR3	1:1
1676	3712	Ivd	MGI:1929242	IVD	1:1
1677	3714	Jag2	MGI:1098270	JAG2	1:1
1678	3716	Jak1	MGI:96628	JAK1	1:1
1679	3725	Jun	MGI:96646	JUN	1:1
1680	3728	Jup	MGI:96650	JUP	1:1
1683	3741	Kcna5	MGI:96662	KCNA5	1:1
1684	3742	Kcna6	MGI:96663	KCNA6	1:1
1687	3760	Kcnj3	MGI:104742	KCNJ3	1:1
1688	3763	Kcnj6	MGI:104781	KCNJ6	1:1
1689	3766	Kcnj10	MGI:1194504	KCNJ10	1:1
1690	3772	Kcnj15	MGI:1310000	KCNJ15	1:1
1691	3775	Kcnk1	MGI:109322	KCNK1	1:1
1692	3777	Kcnk3	MGI:1100509	KCNK3	1:1
1693	3778	Kcnma1	MGI:99923	KCNMA1	1:1
1696	3783	Kcnn4	MGI:1277957	KCNN4	1:1
1701	3814	Kiss1	MGI:2663985	KISS1	1:1
1705	3824	Klrd1	MGI:1196275	KLRD1	1:1
1707	3837	Kpnb1	MGI:107532	KPNB1	1:1
1708	3838	Kpna2	MGI:103561	KPNA2	1:1
1710	3843	Ipo5	MGI:1917822	IPO5	1:1
1712	3866	Krt15	MGI:96689	KRT15	1:1
1713	3880	Krt19	MGI:96693	KRT19	1:1
1715	3886	Krt35	MGI:1858899	KRT35	1:1
1717	3892	Krt86	MGI:109362	KRT86	1:1
1718	3899	Aff3	MGI:106927	AFF3	1:1
1719	3902	Lag3	MGI:106588	LAG3	1:1
1720	3906	Lalba	MGI:96742	LALBA	1:1
1722	3912	Lamb1	MGI:96743	LAMB1	1:1
1723	3913	Lamb2	MGI:99916	LAMB2	1:1
1724	3915	Lamc1	MGI:99914	LAMC1	1:1
1730	3950	Lect2	MGI:1278342	LECT2	1:1
1731	3953	Lepr	MGI:104993	LEPR	1:1
1734	3976	Lif	MGI:96787	LIF	1:1
1735	3977	Lifr	MGI:96788	LIFR	1:1
1736	3981	Lig4	MGI:1335098	LIG4	1:1
1738	3984	Limk1	MGI:104572	LIMK1	1:1
1741	4015	Lox	MGI:96817	LOX	1:1
1742	4017	Loxl2	MGI:2137913	LOXL2	1:1
1744	4035	Lrp1	MGI:96828	LRP1	1:1
1745	4037	Lrp3	MGI:3584516	LRP3	1:1
1746	4041	Lrp5	MGI:1278315	LRP5	1:1
1747	4040	Lrp6	MGI:1298218	LRP6	1:1
1750	4046	Lsp1	MGI:96832	LSP1	1:1
1752	4050	Ltb	MGI:104796	LTB	1:1
1753	4055	Ltbr	MGI:104875	LTBR	1:1
1754	4057	Ltf	MGI:96837	LTF	1:1
1758	4062	Ly6h	MGI:1346030	LY6H	1:1
1759	4063	Ly9	MGI:96885	LY9	1:1
1762	4068	Sh2d1a	MGI:1328352	SH2D1A	1:1
1763	4070	Tacstd2	MGI:1861606	TACSTD2	1:1
1764	4072	Epcam	MGI:106653	EPCAM	1:1
1767	4084	Mxd1	MGI:96908	MXD1	1:1
1768	4085	Mad2l1	MGI:1860374	MAD2L1	1:1
1770	7975	Mafk	MGI:99951	MAFK	1:1
1771	4099	Mag	MGI:96912	MAG	1:1
1776	4116	Magoh	MGI:1330312	MAGOH	1:1
1777	4124	Man2a1	MGI:104669	MAN2A1	1:1
1778	4130	Map1a	MGI:1306776	MAP1A	1:1
1779	4133	Map2	MGI:97175	MAP2	1:1
1780	4134	Map4	MGI:97178	MAP4	1:1
1782	4142	Mas1	MGI:96918	MAS1	1:1
1783	4146	Matn1	MGI:106591	MATN1	1:1
1785	4148	Matn3	MGI:1328350	MATN3	1:1
1786	4149	Max	MGI:96921	MAX	1:1
1788	4155	Mbp	MGI:96925	MBP	1:1
1789	4157	Mc1r	MGI:99456	MC1R	1:1
1791	4172	Mcm3	MGI:101845	MCM3	1:1
1792	4192	Mdk	MGI:96949	MDK	1:1
1793	4193	Mdm2	MGI:96952	MDM2	1:1
1794	4194	Mdm4	MGI:107934	MDM4	1:1
1795	6520	Slc3a2	MGI:96955	SLC3A2	1:1
1800	4232	Mest	MGI:96968	MEST	1:1
1801	4237	Mfap2	MGI:99559	MFAP2	1:1
1803	4242	Mfng	MGI:1095404	MFNG	1:1
1804	4245	Mgat1	MGI:96973	MGAT1	1:1
1806	4247	Mgat2	MGI:2384966	MGAT2	1:1
1808	4249	Mgat5	MGI:894701	MGAT5	1:1
1811	4258	Mgst2	MGI:2448481	MGST2	1:1
1814	4288	Mki67	MGI:106035	MKI67	1:1
1820	4327	Mmp19	MGI:1927899	MMP19	1:1
1821	4331	Mnat1	MGI:106207	MNAT1	1:1
1824	4350	Mpg	MGI:97073	MPG	1:1
1825	4351	Mpi	MGI:97075	MPI	1:1
1826	4354	Mpp1	MGI:105941	MPP1	1:1
1829	4437	Msh3	MGI:109519	MSH3	1:1
1830	4438	Msh4	MGI:1860077	MSH4	1:1
1832	4477	Msmb	MGI:97166	MSMB	1:1
1833	4478	Msn	MGI:97167	MSN	1:1
1834	4294	Map3k10	MGI:1346879	MAP3K10	1:1
1835	4486	Mst1r	MGI:99614	MST1R	1:1
1836	4487	Msx1	MGI:97168	MSX1	1:1
1837	4488	Msx2	MGI:97169	MSX2	1:1
1838	4507	Mtap	MGI:1914152	MTAP	1:1
1839	4521	Nudt1	MGI:109280	NUDT1	1:1
1840	4528	Mtif2	MGI:1924034	MTIF2	1:1
1842	3662	Irf4	MGI:1096873	IRF4	1:1
1843	4597	Mvd	MGI:2179327	MVD	1:1
1846	4604	Mybpc1	MGI:1336213	MYBPC1	1:1
1847	4605	Mybl2	MGI:101785	MYBL2	1:1
1849	4615	Myd88	MGI:108005	MYD88	1:1
1850	4618	Myf6	MGI:97253	MYF6	1:1
1854	4656	Myog	MGI:97276	MYOG	1:1
1855	4659	Ppp1r12a	MGI:1309528	PPP1R12A	1:1
1857	4682	Nubp1	MGI:1347073	NUBP1	1:1
1858	4683	Nbn	MGI:1351625	NBN	1:1
1859	4686	Ncbp1	MGI:1891840	NCBP1	1:1
1861	4700	Ndufa6	MGI:1914380	NDUFA6	1:1
1864	4712	Ndufb6	MGI:2684983	NDUFB6	1:1
1865	4717	Ndufc1	MGI:1913627	NDUFC1	1:1
1866	4724	Ndufs4	MGI:1343135	NDUFS4	1:1
1867	4728	Ndufs8	MGI:2385079	NDUFS8	1:1
1869	4752	Nek3	MGI:1344371	NEK3	1:1
1870	4756	Neo1	MGI:1097159	NEO1	1:1
1871	4760	Neurod1	MGI:1339708	NEUROD1	1:1
1872	4784	Nfix	MGI:97311	NFIX	1:1
1873	4791	Nfkb2	MGI:1099800	NFKB2	1:1
1875	4799	Nfx1	MGI:1921414	NFX1	1:1
1876	4803	Ngf	MGI:97321	NGF	1:1
1877	4804	Ngfr	MGI:97323	NGFR	1:1
1878	4811	Nid1	MGI:97342	NID1	1:1
1879	4821	Nkx2-2	MGI:97347	NKX2-2	1:1
1880	10457	Gpnmb	MGI:1934765	GPNMB	1:1
